subID,partnerID,convo_flow,convo_enjoy,friends,speak,knew_before,knew_before_text,know_now,common,similar,attractive,attracted_to,extraverted,fun,disclosed,comfortable_self,convo_order,round_robin_num,dyad
61,63,41,40,41,51,0,,69,40,27,37,0,52,44,71,61,2,4,356
61,67,100,100,100,50,12,We're in the same study session.,64,63,82,83,0,100,100,66,100,3,4,396
61,62,44,35,29,65,0,,37,26,28,30,0,37,37,36,40,4,4,350
61,70,57,38,38,60,1,I saw her once at a study session.,50,36,37,29,0,61,62,67,60,5,4,420
61,65,40,35,23,57,0,,31,33,33,39,0,40,38,41,42,6,4,380
61,69,60,51,50,50,0,,45,41,41,61,0,50,50,37,60,7,4,413
61,64,76,75,81,50,0,,65,68,65,79,0,71,73,59,84,8,4,371
61,60,88,77,78,56,0,,63,50,51,47,0,68,77,76,81,9,4,343
61,66,51,27,18,65,0,,29,25,23,27,0,34,36,36,44,10,4,392
62,70,76,77,72,36,0,,34,61,68,68,8,28,64,27,77,1,4,418
62,60,63,64,58,43,0,,28,63,57,68,5,44,65,39,68,2,4,346
62,68,63,64,64,51,0,,29,37,62,75,3,43,66,24,77,3,4,402
62,69,43,44,50,61,0,,25,50,48,62,1,34,51,22,77,4,4,411
62,64,54,68,51,51,0,,30,59,40,76,0,62,61,36,75,5,4,368
62,61,71,67,60,43,0,,41,50,67,73,0,38,70,37,82,6,4,350
62,65,67,71,66,43,0,,34,68,51,74,0,69,68,30,77,7,4,378
62,63,81,76,60,64,0,,51,51,64,65,0,31,67,30,79,8,4,362
62,66,74,75,75,44,51,Freshman floormate,55,66,65,64,0,51,72,21,98,9,4,391
63,70,89,48,82,100,88,"Floor mate, Friend, Classmate",71,43,34,55,48,49,49,50,92,1,4,417
63,60,96,93,88,54,0,,16,83,71,50,49,51,63,21,87,2,4,355
63,61,50,47,47,40,0,,23,21,32,49,45,50,45,18,56,3,4,356
63,64,3,2,1,49,0,,5,3,0,55,35,44,7,4,38,4,4,365
63,68,47,69,63,50,2,,36,54,55,66,55,43,55,27,80,5,4,401
63,65,76,70,86,74,2,,32,43,59,61,61,49,51,45,97,6,4,374
63,69,36,46,53,54,52,floormates,49,51,48,65,61,51,53,11,71,7,4,415
63,66,77,100,97,44,3,Sits behind me in class and she asks a lot of great questions.,0,68,50,51,48,51,64,25,83,8,4,390
63,62,57,66,52,24,0,,19,51,45,50,48,50,50,7,73,9,4,362
64,67,79,71,100,45,0,,51,54,55,80,0,69,83,43,89,1,4,394
64,68,43,42,28,60,0,,32,10,37,46,0,15,40,42,56,2,4,400
64,63,23,42,28,54,0,,44,7,12,28,0,36,46,46,54,3,4,365
64,65,85,85,72,50,0,,42,45,46,58,0,57,74,39,77,4,4,375
64,69,57,61,42,48,0,,53,14,15,47,0,64,68,52,86,5,4,409
64,62,60,57,90,57,0,,54,60,58,81,0,40,61,48,65,6,4,368
64,70,73,68,54,48,0,,53,44,42,47,0,79,73,45,89,7,4,421
64,66,65,72,46,55,0,,53,47,37,34,0,66,68,26,84,8,4,387
64,61,93,96,46,51,0,,56,38,46,37,0,64,70,43,92,9,4,371
64,60,65,61,39,52,0,,53,41,36,53,0,46,71,45,90,10,4,372
65,67,85,85,66,50,6,,12,62,63,73,0,89,82,26,94,1,4,395
65,63,76,66,62,76,0,,18,34,36,55,12,72,71,77,74,2,4,374
65,64,75,71,72,60,0,,30,63,65,76,26,75,76,23,79,3,4,375
65,69,59,63,61,27,0,,14,37,36,51,9,94,82,42,79,4,4,407
65,68,67,55,57,51,0,,10,57,37,70,11,57,58,39,63,5,4,405
65,62,66,68,71,54,0,,23,60,60,61,6,70,65,55,75,6,4,378
65,66,63,41,40,51,0,,29,39,26,56,11,31,40,54,60,7,4,386
65,61,69,68,69,51,0,,18,62,39,69,18,31,67,28,72,8,4,380
65,70,72,71,85,63,0,,32,63,66,66,14,68,74,60,72,9,4,422
65,60,71,81,84,47,0,,26,60,40,55,3,100,90,61,83,10,4,382
66,67,100,100,100,51,56,"floormate last year, in same class this term, in same extracurricular activity",68,89,44,62,0,64,60,54,100,1,4,393
66,69,78,90,95,62,58,classmate,65,28,38,65,0,65,100,31,100,2,4,408
66,68,54,44,43,50,0,did not know them,19,24,18,53,0,52,53,18,53,3,4,404
66,65,84,70,65,54,5,did not know,32,41,40,100,0,57,55,44,71,4,4,386
66,64,64,63,42,63,0,did not know,22,38,38,100,0,100,82,67,71,5,4,387
66,70,43,54,62,50,0,did not know them,45,11,59,100,0,59,100,80,57,6,4,424
66,60,45,47,54,48,0,did not know them,11,39,46,100,0,42,61,40,56,7,4,389
66,63,99,100,100,83,0,did not know them,59,83,100,100,0,29,61,36,100,8,4,390
66,62,62,60,76,51,64,freshman floor mate,64,55,33,100,0,31,56,43,74,9,4,391
66,61,42,34,16,20,0,did not know her,28,24,27,100,0,35,31,67,29,10,4,392
67,66,93,94,94,72,85,"Freshman floor mates, on EMS together (she is ranked higher than me in EMS)",61,60,54,43,16,41,63,24,74,1,4,393
67,64,74,83,82,54,0,,27,70,84,83,11,87,83,20,65,2,4,394
67,65,96,93,96,39,14,Had a class together,64,61,89,77,6,62,92,51,88,3,4,395
67,61,100,100,100,51,35,in class together,51,98,84,84,2,82,100,49,98,4,4,396
67,70,72,72,56,50,43,in class together,59,44,55,65,0,46,67,60,66,5,4,425
68,61,75,66,56,34,0,,36,54,43,52,0,85,65,28,81,1,4,398
68,70,64,66,82,56,20,We met at Dimensions and spent a few hours together in a group.,38,61,73,56,0,40,66,75,85,2,4,416
68,64,29,28,48,59,0,,5,25,53,76,0,12,10,15,48,3,4,400
68,63,45,52,53,55,0,,11,61,53,51,0,11,45,31,56,4,4,401
68,62,59,65,67,32,0,,22,11,59,53,0,46,58,16,65,5,4,402
68,69,65,75,100,52,0,,31,36,100,64,0,33,85,42,100,6,4,410
68,66,56,55,18,47,0,,28,27,40,51,0,13,52,33,72,7,4,404
68,65,40,55,58,42,0,,15,45,57,59,0,33,59,13,36,8,4,405
68,60,73,78,83,53,0,,25,53,73,52,0,72,68,0,62,9,4,406
69,65,93,95,92,45,0,,42,60,61,66,6,86,97,45,100,1,4,407
69,66,85,98,99,52,77,We are classmates in PSYC 6. ,93,79,65,52,0,78,89,64,100,2,4,408
69,64,82,67,67,55,0,,58,64,58,73,5,79,73,58,98,3,4,409
69,68,94,92,96,59,0,,57,76,90,61,0,84,94,64,96,4,4,410
69,62,72,69,71,50,0,,54,57,58,47,0,79,76,40,97,5,4,411
69,70,97,96,100,56,75,She is my floormate. ,86,67,75,68,12,93,96,45,100,6,4,423
69,61,74,77,87,46,0,,57,64,74,68,0,84,83,47,97,7,4,413
69,60,94,90,91,56,55,We met through mutual friends. ,75,73,78,58,0,79,95,56,98,8,4,414
69,63,88,90,92,54,67,We are floormates. ,80,66,74,69,0,87,87,46,98,9,4,415
70,68,100,100,100,58,6,From dimensions but we had not talked since,22,49,48,76,15,51,100,47,88,1,4,416
70,63,84,73,100,17,98,Floor mates,87,80,84,78,5,85,86,87,100,2,4,417
70,62,72,100,100,72,0,,26,67,67,88,0,79,94,43,88,3,4,418
70,60,97,87,88,21,56,friend from class,51,74,74,77,7,66,78,45,85,4,4,419
70,61,70,81,72,39,0,,32,65,75,68,12,72,90,48,77,5,4,420
70,64,82,75,65,39,0,,21,56,46,58,0,61,84,43,59,6,4,421
70,65,91,100,100,51,0,,19,82,91,81,0,68,94,33,87,7,4,422
70,69,87,82,75,70,50,floormate,58,61,84,87,0,79,97,36,84,8,4,423
70,66,65,77,82,66,0,,22,65,78,69,0,66,78,36,67,9,4,424
70,67,92,84,92,48,2,took a test in the same room,12,80,86,84,6,91,100,31,99,10,4,425
80,89,65,59,35,47,0,,19,26,26,37,0,26,35,23,88,1,5,516
80,81,91,92,88,57,54,"One of my best friends is from the same hometown as my partner is so we have met and talked before and although we do not hang out, we get along well.",60,47,84,81,0,62,97,32,96,2,5,438
80,83,94,94,66,46,61,Had a class with him and am from roughly the same area.,64,45,45,35,0,56,92,54,96,3,5,456
80,87,97,98,81,65,14,Briefly talked to him at the frats before.,40,90,88,65,0,95,100,66,100,4,5,500
80,82,72,69,56,51,0,,20,54,40,54,0,44,60,34,73,5,5,450
80,88,95,95,81,51,0,,41,66,67,58,0,61,91,63,100,6,5,510
80,90,95,93,78,29,40,I've gone biking with him before.,45,72,45,60,0,93,85,68,95,7,5,532
80,85,88,90,69,53,0,,35,61,62,65,0,64,89,42,91,8,5,483
80,84,71,68,32,53,0,,28,29,28,46,0,44,62,38,71,9,5,474
80,86,92,85,82,45,0,,35,59,71,79,0,85,91,55,87,10,5,495
81,89,89,91,79,71,0,,51,73,56,51,0,44,59,53,92,1,5,517
81,82,79,80,81,51,0,,46,60,53,51,0,54,70,31,100,2,5,448
81,80,100,100,100,51,50,Friend of a friend,59,59,61,54,0,56,100,51,100,3,5,438
81,90,100,100,100,51,0,,52,72,52,51,0,100,100,61,100,4,5,526
81,83,100,100,100,51,97,Friend and former teammate,98,81,51,51,0,96,100,97,100,5,5,458
81,85,100,100,100,51,99,Friend and went to grade school in same state,51,99,97,51,0,99,100,98,100,6,5,478
81,87,100,100,100,51,0,,51,69,70,51,0,100,100,51,100,7,5,503
81,84,100,100,100,51,0,,51,51,45,51,0,51,100,52,51,8,5,473
81,86,100,100,100,51,0,,51,100,100,51,0,100,100,51,100,9,5,493
81,88,100,100,100,51,0,,51,51,51,51,0,100,100,51,100,10,5,514
82,89,79,75,65,54,6,"Didn't know personally, recognized from Psych 1 class.",63,75,43,31,0,43,65,69,82,1,5,518
82,86,69,58,73,53,0,,51,46,63,52,0,89,69,35,42,2,5,486
82,81,61,67,71,60,0,,41,70,63,7,0,39,55,56,57,3,5,448
82,87,82,79,84,52,0,,59,92,86,10,0,73,73,76,89,4,5,499
82,80,65,52,71,67,0,,21,45,61,41,0,73,68,70,57,5,5,450
82,83,63,61,68,85,63,"Knew of him, have several mutual friends",56,59,78,8,0,62,62,65,63,6,5,459
82,90,74,73,71,36,0,,56,67,67,19,3,71,76,68,76,7,5,533
82,84,65,43,44,35,0,,41,32,41,12,0,41,38,58,38,8,5,470
82,88,75,76,69,62,24,Knew of him from Gov 3 class last term.,44,60,62,38,22,67,62,59,59,9,5,513
82,85,67,65,70,73,0,,55,67,63,7,5,66,53,67,63,10,5,485
83,80,62,75,80,59,51,"Writing 5 Classmates, we peer-edited each other's assignments",60,68,62,77,0,67,81,36,75,1,5,456
83,86,60,69,39,58,0,,28,71,27,58,0,36,58,58,54,2,5,489
83,81,97,100,100,68,81,"2 classes together this term, friends as result of close mutual friend, ultimate frisbee",91,82,75,77,0,85,100,27,100,3,5,458
83,82,96,98,92,44,0,,57,66,77,51,0,77,92,60,98,4,5,459
83,87,78,92,87,45,0,,26,57,80,58,0,85,97,26,95,5,5,502
83,88,88,94,77,83,0,,18,57,68,54,0,95,96,4,66,6,5,511
83,90,60,73,74,51,3,,40,76,77,56,0,69,82,54,85,7,5,534
83,84,34,33,55,61,0,,34,11,20,28,0,39,37,61,52,8,5,469
83,85,99,99,100,47,37,"Mutual friends, have sat at meals together once or twice",63,95,90,60,0,85,99,59,100,9,5,479
83,89,64,59,88,57,51,From our last conversation in the lab that didnt get recorded,66,46,56,48,0,17,40,61,95,10,5,523
84,89,92,100,72,29,0,,27,75,29,59,0,100,69,8,67,1,5,519
84,87,71,17,16,10,0,,3,48,22,63,25,75,15,0,66,2,5,496
84,90,75,67,72,41,0,,23,78,25,33,0,78,58,4,56,3,5,531
84,83,40,31,4,51,0,,5,8,16,5,0,68,24,36,26,4,5,469
84,82,59,26,28,62,0,,22,33,30,21,5,64,29,32,63,5,5,470
84,85,31,63,71,38,0,,30,59,29,50,21,37,59,22,64,6,5,480
84,86,34,32,68,51,51,Hung out one time,30,25,19,100,100,72,39,60,57,7,5,491
84,81,58,39,49,51,0,,18,30,21,65,33,63,36,17,49,8,5,473
84,80,30,17,0,63,0,,6,0,0,50,33,86,22,12,41,9,5,474
84,88,100,100,100,37,0,,38,58,61,62,3,43,100,35,100,10,5,515
85,89,91,92,91,51,4,Had seen him around before but never talked,58,63,63,72,14,67,90,37,82,1,5,520
85,88,58,64,44,50,0,,51,53,18,60,18,68,58,25,63,2,5,506
85,81,80,85,83,64,62,"Met him during Orientation week and have mutual friends, have talked a few times",69,66,66,68,16,75,80,30,89,3,5,478
85,83,96,94,95,73,53,Mutual friends,53,78,76,53,13,68,89,6,79,4,5,479
85,84,61,65,54,63,0,,25,60,60,61,14,66,59,20,59,5,5,480
85,90,83,82,74,50,0,,63,62,62,63,11,83,83,19,77,6,5,535
85,86,65,82,72,43,0,,32,62,62,82,18,85,85,62,46,7,5,492
85,80,77,75,64,50,0,,41,75,64,67,22,37,70,26,51,8,5,483
85,87,90,89,75,51,0,,38,72,74,72,21,79,79,23,80,9,5,505
85,82,84,80,76,53,0,,31,75,60,77,13,55,72,24,61,10,5,485
86,82,74,34,37,44,0,,40,46,47,37,0,54,42,22,69,1,5,486
86,90,86,81,73,50,0,,64,65,68,30,0,54,65,39,86,2,5,527
86,87,87,91,90,80,0,,21,35,71,57,0,68,78,26,97,3,5,497
86,83,53,27,28,68,0,,19,39,31,30,0,36,38,26,67,4,5,489
86,88,45,88,89,61,0,,54,82,67,65,0,73,65,33,79,5,5,508
86,84,37,27,18,51,20,friend of a friend who I am not friends with anymore,36,18,15,25,0,35,28,47,34,6,5,491
86,85,59,68,55,48,0,,40,44,59,40,0,59,65,45,85,7,5,492
86,81,72,88,83,65,0,,41,80,70,56,0,69,72,57,90,8,5,493
86,89,70,69,45,42,46,failed conversation for this study,57,36,39,40,0,46,43,68,71,9,5,525
86,80,69,73,73,74,0,,44,61,61,54,0,65,68,41,78,10,5,495
87,84,79,83,73,63,0,,26,52,50,52,0,56,66,42,82,1,5,496
87,86,89,86,63,37,0,,51,47,55,79,0,66,77,59,75,2,5,497
87,90,76,84,71,42,0,,60,61,62,36,0,63,75,60,85,3,5,528
87,82,100,94,86,68,0,,66,77,78,56,0,41,82,63,100,4,5,499
87,80,70,74,77,64,16,"I may have met my partner once before, but not in a very personal setting",65,64,61,59,0,57,70,63,76,5,5,500
87,88,61,59,58,29,0,,59,37,41,58,0,41,70,84,89,6,5,509
87,83,57,57,60,57,0,,34,44,44,43,0,44,65,30,79,7,5,502
87,81,100,100,100,77,0,,40,65,64,59,0,62,87,35,100,8,5,503
87,89,81,78,62,31,0,,65,38,25,40,0,65,80,63,76,9,5,522
87,85,75,77,63,51,0,,64,62,62,43,0,56,80,63,84,10,5,505
88,85,70,78,79,44,0,,4,65,51,48,32,81,82,62,91,1,5,506
88,90,71,72,78,32,0,,14,81,81,54,27,92,82,73,78,2,5,529
88,86,100,100,93,59,24,He was in my favorite class at Dartmouth,59,96,95,78,51,94,92,73,84,3,5,508
88,87,100,100,95,77,0,,56,80,77,81,38,81,88,86,84,4,5,509
88,80,91,85,78,70,0,,53,65,55,68,49,49,88,77,83,5,5,510
88,83,92,86,82,26,0,,51,69,75,63,48,89,91,70,94,6,5,511
88,89,75,69,62,55,0,,53,28,61,49,48,84,77,75,89,7,5,524
88,82,38,43,35,52,0,,55,31,33,37,34,57,54,77,39,8,5,513
88,81,81,81,78,74,0,,53,55,65,54,49,77,97,73,90,9,5,514
88,84,83,87,92,55,0,,63,76,77,78,51,75,94,67,89,10,5,515
89,80,25,60,59,58,0,,25,32,32,72,25,76,58,33,61,1,5,516
89,81,59,58,54,55,0,,16,58,59,59,10,43,60,35,70,2,5,517
89,82,95,88,87,54,0,,43,80,84,67,9,74,67,55,95,3,5,518
89,84,74,79,71,74,0,,10,53,61,54,9,53,74,15,77,4,5,519
89,85,82,85,95,71,0,,35,62,63,61,5,72,81,13,97,5,5,520
89,90,85,83,82,50,7,"Saw them in Psych class, never spoke",34,58,59,55,7,67,73,41,95,6,5,530
89,87,83,79,91,65,0,,22,52,61,76,5,79,78,14,90,7,5,522
89,83,56,66,52,51,25,Was previously in a study with them,46,42,45,47,2,57,57,33,63,8,5,523
89,88,55,59,47,50,0,,35,40,47,66,6,65,61,57,84,9,5,524
89,86,68,80,67,53,22,Was in a study with them before,40,55,54,91,7,75,74,57,83,10,5,525
90,81,89,88,86,70,0,,43,35,65,63,0,86,83,40,91,1,5,526
90,86,89,88,93,51,0,,53,74,71,72,0,85,85,51,83,2,5,527
90,87,67,67,57,60,0,,40,65,61,41,0,71,74,39,69,3,5,528
90,88,55,63,53,70,0,,51,43,44,43,0,37,42,64,44,4,5,529
90,89,77,68,58,50,21,,55,35,39,37,0,58,64,45,65,5,5,530
90,84,55,57,57,50,0,,53,33,55,45,0,56,35,42,56,6,5,531
90,80,65,66,67,67,40,,59,59,60,59,0,55,44,38,55,7,5,532
90,82,62,61,58,63,0,,35,40,57,47,0,68,67,45,64,8,5,533
90,83,46,47,48,58,0,,37,36,43,19,0,57,43,43,54,9,5,534
90,85,20,32,20,56,0,,36,43,30,29,0,44,14,18,37,10,5,535
100,101,80,75,79,51,0,,15,55,54,25,0,34,71,22,58,1,6,552
100,103,77,57,68,41,0,,13,58,76,15,0,35,54,6,76,2,6,575
100,108,47,59,41,45,0,,34,35,44,0,0,69,42,51,77,3,6,623
100,106,26,32,26,65,0,,10,26,28,0,0,25,34,24,47,4,6,604
100,107,97,83,87,53,0,,44,82,73,0,0,92,78,79,81,5,6,612
100,110,81,82,61,43,0,,36,35,57,0,0,73,72,61,69,6,6,644
100,104,90,90,89,54,0,,39,56,38,0,0,81,89,81,74,7,6,583
100,109,47,30,21,21,0,,14,37,30,0,0,29,42,16,67,8,6,634
100,102,78,67,78,65,0,,36,41,71,0,0,34,72,74,87,9,6,565
100,105,64,28,34,95,0,,2,86,36,0,0,9,20,24,58,10,6,595
101,106,31,36,32,54,0,,32,29,44,37,0,11,29,45,53,1,6,597
101,110,96,97,96,51,86,FRIEND,90,86,80,65,20,42,68,58,90,2,6,636
101,108,88,70,72,51,0,,26,39,60,54,18,83,73,36,65,3,6,617
101,107,98,96,93,51,24,Met and talked during orientation,62,86,74,51,9,62,86,54,80,5,6,606
101,103,55,66,63,59,0,,24,40,72,58,12,13,59,41,69,6,6,573
101,100,73,66,87,58,0,,25,40,82,51,10,21,71,36,73,7,6,552
101,102,34,58,48,63,7,First aid class,30,41,36,41,12,32,43,33,41,8,6,563
101,105,61,74,74,57,0,,40,88,78,66,13,33,64,18,70,9,6,589
101,109,13,29,4,12,4,Same class,19,5,6,10,0,0,8,14,2,10,6,635
102,104,62,67,50,50,15,met briefly during DOC Trips,39,49,36,67,0,75,61,24,73,1,6,577
102,103,38,66,59,59,0,,43,60,61,56,0,32,36,10,61,2,6,566
102,110,82,74,68,50,0,,51,56,36,69,0,71,61,39,58,3,6,638
102,108,45,59,50,50,0,,37,41,41,53,0,68,51,59,74,4,6,621
102,107,71,69,73,50,50,He is in some of the clubs I am in.,51,72,50,78,0,100,72,34,62,5,6,608
102,106,69,54,69,50,0,,31,50,50,38,0,38,57,38,51,6,6,602
102,109,80,80,65,38,0,,50,50,38,37,0,74,86,59,74,7,6,631
102,101,51,40,41,51,0,,39,39,50,39,0,40,36,38,60,8,6,563
102,105,37,65,45,50,13,I see him in my PSYC 6 class,36,39,35,59,0,37,49,19,54,9,6,591
102,100,65,64,54,49,0,,23,35,38,60,0,35,58,57,62,10,6,565
103,102,85,95,68,65,0,,49,67,62,63,0,14,67,24,96,1,6,566
103,110,98,93,60,59,0,,57,25,65,75,0,73,87,15,81,2,6,637
103,106,64,84,74,48,0,,61,64,56,53,0,14,60,23,65,3,6,598
103,104,42,56,45,50,0,,25,18,26,64,0,92,67,35,73,4,6,580
103,107,99,100,79,38,0,,56,69,41,71,0,90,98,26,85,5,6,607
103,108,26,41,29,51,0,,15,28,30,49,0,62,37,23,43,6,6,619
103,109,94,99,83,25,0,,69,76,76,54,0,18,92,31,68,7,6,629
103,101,95,87,71,64,0,,68,69,68,54,0,31,70,61,86,8,6,573
103,105,12,28,54,80,0,,20,38,60,63,0,25,33,12,55,9,6,588
103,100,98,86,60,52,0,,57,64,72,60,0,58,75,38,95,10,6,575
104,106,34,70,63,62,0,,40,53,29,36,0,36,48,65,61,1,6,596
104,102,60,65,70,68,5,Same trip section,36,36,62,46,0,53,63,20,70,2,6,577
104,109,68,89,59,12,0,,42,7,4,18,0,4,93,70,92,3,6,627
104,103,59,61,54,67,0,,45,36,47,46,0,55,61,16,68,5,6,580
104,110,88,93,90,57,0,,58,53,82,58,0,76,77,41,95,6,6,640
104,107,90,90,92,49,0,,53,49,56,53,0,78,82,34,83,7,6,609
104,100,78,78,74,51,0,,45,87,67,66,0,78,62,32,97,8,6,583
104,108,73,78,80,51,3,I met him through this study when we were supposed to do our conversation the first time,52,37,64,52,0,69,69,15,69,9,6,625
104,105,18,22,29,85,0,,16,10,11,53,0,14,14,12,11,10,6,592
105,108,31,43,60,36,0,,33,30,33,67,0,60,42,7,39,1,6,620
105,109,69,63,57,56,0,,71,53,72,6,7,0,64,54,55,2,6,628
105,103,26,60,58,51,0,,34,54,43,42,0,34,46,18,45,3,6,588
105,101,56,82,83,59,0,,77,79,79,49,0,35,72,43,58,4,6,589
105,106,95,99,92,61,0,,79,72,65,45,0,19,87,56,73,5,6,603
105,102,78,73,79,53,0,,54,55,58,63,0,59,65,28,69,6,6,591
105,104,53,65,65,41,0,,54,53,61,44,0,64,83,16,60,7,6,592
105,107,82,80,79,26,69,Floormates,73,62,67,76,59,90,65,26,65,8,6,615
105,110,70,78,72,58,0,,58,63,60,80,41,61,60,29,72,9,6,645
105,100,69,62,64,59,0,,44,57,57,68,0,55,65,21,64,10,6,595
106,104,71,90,86,50,0,,53,80,60,65,0,51,81,53,65,1,6,596
106,101,50,39,73,51,0,,59,38,64,66,0,29,46,40,44,2,6,597
106,103,73,77,81,53,0,,58,36,71,71,0,17,77,50,68,3,6,598
106,108,65,66,55,65,0,,51,37,34,57,0,70,58,42,60,4,6,618
106,110,100,100,88,87,0,,65,58,51,79,0,100,75,40,73,5,6,641
106,107,100,100,100,63,0,,74,64,66,67,0,45,93,61,100,6,6,610
106,102,58,69,76,35,0,,57,65,66,65,0,26,50,65,62,7,6,602
106,105,65,81,69,67,1,,51,59,47,67,0,56,67,66,76,8,6,603
106,100,33,36,37,59,0,,37,62,42,55,0,47,36,28,62,9,6,604
106,109,100,100,100,40,51,We are fellow PMHAs for the Dartmouth cohort of the nationwide effort Project LETS.,79,85,59,57,0,14,82,38,100,10,6,633
107,101,92,86,87,59,32,"I have met my partner through meetings with my house identity at Dartmouth, CPR and First Aid classes, and random interactions.",35,58,57,21,0,64,81,52,85,1,6,606
107,103,61,35,32,65,0,,17,40,14,29,7,28,32,25,34,2,6,607
107,102,98,96,86,55,25,We took a First Aid class together and interact in random passings.,42,69,60,16,0,48,75,50,88,3,6,608
107,104,75,76,39,51,0,,18,42,56,15,3,41,41,36,62,4,6,609
107,106,71,70,64,72,0,,24,59,29,5,0,37,66,65,64,5,6,610
107,109,89,91,74,32,0,,51,76,50,15,0,58,100,82,75,6,6,632
107,100,77,80,75,51,0,,19,57,62,68,33,71,78,33,60,7,6,612
107,108,73,73,71,50,0,,16,30,46,71,22,61,56,58,64,8,6,624
107,110,96,99,88,49,0,,26,77,77,86,75,90,100,63,88,9,6,643
107,105,49,41,82,81,50,He is my floormate.,53,39,34,61,3,22,38,25,59,10,6,615
108,109,60,75,26,42,0,,33,24,0,30,0,0,58,78,86,1,6,626
108,101,77,82,61,73,0,,50,37,29,41,0,62,69,69,85,2,6,617
108,106,32,56,15,60,0,,30,12,3,33,0,32,46,61,77,3,6,618
108,103,65,68,40,60,0,,32,41,29,32,0,62,75,41,60,4,6,619
108,105,63,64,55,54,0,,38,39,45,75,1,60,62,21,48,5,6,620
108,102,77,88,38,54,0,,69,43,33,37,0,68,74,72,65,6,6,621
108,110,95,92,79,64,0,,58,59,77,77,0,96,77,36,85,7,6,642
108,100,89,68,41,60,0,,59,39,72,61,0,79,80,32,85,8,6,623
108,107,78,77,60,69,0,,34,61,66,61,0,96,91,32,76,9,6,624
108,104,91,87,74,62,8,saw him before a session,60,68,77,83,0,71,86,63,73,10,6,625
109,108,79,49,49,40,10,same stats class last winter,28,18,19,83,13,92,51,52,45,1,6,626
109,104,76,62,51,79,0,,25,50,48,66,0,41,53,26,52,2,6,627
109,105,64,73,66,91,0,,21,35,49,72,0,50,51,9,57,3,6,628
109,103,97,91,72,76,0,,25,77,80,68,0,4,79,17,87,4,6,629
109,110,100,100,100,64,3,same psych class,31,71,73,89,0,71,76,36,79,5,6,639
109,102,85,86,78,74,4,same neuro class,34,69,59,72,0,54,76,22,72,6,6,631
109,107,85,77,63,87,0,,18,56,42,73,0,70,76,23,67,7,6,632
109,106,79,78,0,52,35,i used to be in the same club as him,36,0,0,23,0,50,100,21,50,8,6,633
109,100,70,64,58,55,10,same classes,34,49,50,78,0,60,68,10,56,9,6,634
109,101,22,19,0,100,0,,1,0,0,22,0,5,0,4,51,10,6,635
110,101,92,89,90,56,82,friend ,84,89,89,7,0,71,72,41,92,1,6,636
110,103,61,59,62,57,0,,9,19,28,25,0,21,41,8,31,2,6,637
110,102,30,29,11,70,0,,4,5,10,13,0,11,12,10,28,3,6,638
110,109,84,84,82,33,0,,24,77,75,9,0,64,78,30,77,4,6,639
110,104,74,65,63,44,0,,6,30,64,17,0,57,57,19,27,5,6,640
110,106,65,60,63,61,0,,16,58,59,8,0,31,59,5,61,6,6,641
110,108,64,59,55,57,0,,8,57,55,33,0,59,59,18,57,7,6,642
110,107,72,68,63,61,0,,12,56,60,5,0,61,66,15,58,8,6,643
110,100,61,58,56,60,0,,6,20,33,25,0,38,55,10,60,9,6,644
110,105,0,0,0,75,0,,0,5,0,22,0,0,0,0,0,10,6,645
